Escola;Gênero;Idade;Moradia;Tamanho da família;Relacionamento dos pais;Escolaridade da mãe;Escolaridade do pai;Ocupação da mãe;Ocupação do pai;Motivo da escolha pela escola;Guardião;Tempo em trânsito;Tempo de estudo;Reprovações;Suporte extracurricular;Suporte familiar nas aulas;Aulas particulares;Atividades extracurriculares;Frequentou pré-escola?;Deseja cursar ensino superior?;Acesso à internet;Namora?;Qualidade da relação familiar;Tempo livre pós aula;Vida social;Consumo de álcool diário;Consumo de álcool semanal;Status de saúde;Número de faltas;Nota1;Nota2;Nota final
Mousinho da Silveira;Masculino;18;Urbano;Mais de 3 pessoas;Juntos;3;3;Dona de casa;Sem ocupação;Preferência pelo curso;Mãe;1;2;2;Não;Sim;Não;Sim;Sim;Não;Sim;Não;4;4;5;1;3;3;9;4;8;8
Mousinho da Silveira;Masculino;16;Rural;Mais de 3 pessoas;Juntos;2;2;Serviços;Serviços;Preferência pelo curso;Mãe;2;1;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;5;4;3;2;4;4;6;7;8;8
Mousinho da Silveira;Masculino;19;Urbano;Mais de 3 pessoas;Juntos;2;1;Dona de casa;Outros;Preferência pelo curso;Outros;2;1;3;Não;Não;Não;Sim;Não;Não;Sim;Sim;4;4;3;1;3;5;4;8;9;9
Mousinho da Silveira;Feminino;16;Urbano;Mais de 3 pessoas;Separados;3;2;Serviços;Sem ocupação;Preferência pelo curso;Mãe;2;2;2;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;2;5;5;1;1;1;8;5;5;7
Mousinho da Silveira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;1;1;Outros;Sem ocupação;Preferência pelo curso;Mãe;1;1;0;Não;Sim;Não;Sim;Sim;Sim;Não;Não;4;3;2;1;2;5;9;7;9;10
Mousinho da Silveira;Masculino;20;Rural;Mais de 3 pessoas;Juntos;1;1;Outros;Outros;Preferência pelo curso;Outros;2;1;1;Não;Sim;Não;Não;Sim;Não;Sim;Sim;4;4;3;2;4;4;12;8;11;10
Mousinho da Silveira;Feminino;18;Rural;Mais de 3 pessoas;Separados;4;3;Serviços;Serviços;Preferência pelo curso;Mãe;1;1;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;5;4;4;3;4;2;8;10;11;10
Mousinho da Silveira;Masculino;18;Rural;Mais de 3 pessoas;Juntos;3;2;Outros;Outros;Preferência pelo curso;Mãe;2;1;0;Não;Sim;Não;Não;Não;Sim;Sim;Não;2;5;5;5;5;5;8;9;10;11
Mousinho da Silveira;Masculino;19;Rural;Mais de 3 pessoas;Juntos;1;1;Outros;Serviços;Perto de casa;Outros;3;2;1;Não;Não;Não;Não;Sim;Sim;Sim;Não;5;4;4;3;3;2;8;10;9;11
Mousinho da Silveira;Masculino;17;Urbano;Mais de 3 pessoas;Juntos;3;3;Saúde;Outros;Preferência pelo curso;Mãe;2;2;1;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;5;4;2;3;3;4;8;9;10
Mousinho da Silveira;Masculino;18;Urbano;Menos de 3 pessoas;Juntos;1;3;Dona de casa;Serviços;Preferência pelo curso;Mãe;1;1;0;Não;Não;Não;Não;Sim;Não;Sim;Sim;4;3;3;2;3;3;0;9;10;9
Mousinho da Silveira;Masculino;19;Rural;Mais de 3 pessoas;Juntos;1;1;Outros;Outros;Perto de casa;Outros;3;1;1;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;4;4;3;3;5;4;8;9;10
Mousinho da Silveira;Feminino;18;Urbano;Mais de 3 pessoas;Separados;1;2;Dona de casa;Outros;Preferência pelo curso;Mãe;2;2;2;Não;Sim;Não;Não;Sim;Sim;Não;Não;4;3;3;1;1;5;2;6;8;8
Mousinho da Silveira;Feminino;19;Urbano;Menos de 3 pessoas;Separados;1;1;Dona de casa;Outros;Preferência pelo curso;Mãe;1;1;0;Não;Sim;Não;Não;Sim;Não;Não;Não;1;4;4;1;1;5;0;6;8;7
Mousinho da Silveira;Feminino;18;Rural;Mais de 3 pessoas;Juntos;2;2;Outros;Outros;Outros;Mãe;2;1;1;Não;Não;Não;Não;Sim;Não;Sim;Sim;5;5;5;1;1;3;0;8;6;0
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;0;0;Dona de casa;Outros;Preferência pelo curso;Mãe;2;1;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;4;3;1;1;5;0;10;11;11
Mousinho da Silveira;Feminino;17;Rural;Menos de 3 pessoas;Separados;3;1;Outros;Sem ocupação;Preferência pelo curso;Outros;2;3;0;Não;Sim;Sim;Não;Sim;Não;Não;Não;4;2;3;2;2;3;5;8;7;8
Mousinho da Silveira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;4;2;Professora;Serviços;Perto de casa;Mãe;1;2;0;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;5;5;5;1;3;5;0;8;8;0
Mousinho da Silveira;Feminino;18;Rural;Menos de 3 pessoas;Juntos;2;2;Serviços;Serviços;Preferência pelo curso;Mãe;1;2;1;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;2;3;3;1;2;4;3;7;6;8
Mousinho da Silveira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;4;1;Saúde;Sem ocupação;Preferência pelo curso;Mãe;1;1;0;Não;Sim;Não;Não;Sim;Sim;Não;Sim;3;2;2;1;1;5;0;8;10;9
Mousinho da Silveira;Feminino;17;Urbano;Menos de 3 pessoas;Juntos;1;2;Dona de casa;Outros;Preferência pelo curso;Pai;1;1;0;Não;Não;Não;Não;Sim;Sim;Sim;Não;5;5;1;1;1;3;0;7;10;10
Mousinho da Silveira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;1;1;Outros;Outros;Preferência pelo curso;Mãe;3;2;2;Não;Não;Não;Sim;Sim;Sim;Não;Sim;3;4;4;2;2;5;3;7;8;7
Mousinho da Silveira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;2;2;Serviços;Sem ocupação;Reputação da escola;Pai;2;2;0;Não;Não;Não;Sim;Não;Sim;Sim;Não;4;3;5;1;1;1;2;12;13;14
Mousinho da Silveira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;3;3;Serviços;Serviços;Preferência pelo curso;Mãe;2;1;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;4;3;1;1;4;0;11;12;13
Mousinho da Silveira;Feminino;18;Urbano;Menos de 3 pessoas;Separados;1;2;Dona de casa;Outros;Reputação da escola;Mãe;2;2;0;Não;Não;Não;Não;Sim;Sim;Sim;Não;4;4;3;1;2;4;0;12;13;14
Mousinho da Silveira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;4;4;Professora;Professor;Reputação da escola;Mãe;2;2;0;Não;Não;Não;Sim;Não;Sim;Sim;Não;4;3;5;1;2;1;0;18;18;18
Mousinho da Silveira;Masculino;18;Urbano;Menos de 3 pessoas;Juntos;4;4;Serviços;Outros;Reputação da escola;Mãe;1;1;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;5;4;5;1;1;5;3;17;17;17
Mousinho da Silveira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;4;2;Outros;Outros;Preferência pelo curso;Mãe;2;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;3;3;1;2;4;0;17;18;18
Mousinho da Silveira;Feminino;18;Rural;Mais de 3 pessoas;Juntos;2;2;Dona de casa;Outros;Preferência pelo curso;Mãe;3;2;1;Não;Não;Não;Sim;Sim;Sim;Não;Sim;4;3;3;1;1;4;0;9;0;0
Mousinho da Silveira;Masculino;18;Urbano;Menos de 3 pessoas;Juntos;1;2;Dona de casa;Serviços;Perto de casa;Mãe;2;1;0;Não;Sim;Não;Não;Não;Sim;Não;Não;4;1;4;5;5;1;8;10;11;11
Mousinho da Silveira;Masculino;18;Rural;Mais de 3 pessoas;Juntos;4;4;Dona de casa;Serviços;Outros;Mãe;3;1;0;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;2;5;5;1;1;1;5;12;13;14
Mousinho da Silveira;Masculino;17;Rural;Mais de 3 pessoas;Juntos;1;1;Outros;Serviços;Outros;Pai;3;1;0;Não;Não;Não;Não;Não;Não;Não;Não;4;2;3;3;4;4;4;12;13;14
Mousinho da Silveira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;2;2;Outros;Outros;Preferência pelo curso;Mãe;2;2;0;Não;Sim;Não;Não;Não;Sim;Sim;Sim;1;3;1;1;1;2;4;8;8;10
Mousinho da Silveira;Feminino;18;Urbano;Menos de 3 pessoas;Juntos;2;2;Serviços;Serviços;Preferência pelo curso;Pai;2;3;0;Não;Não;Não;Não;Sim;Sim;Sim;Sim;5;4;5;1;4;3;0;11;12;13
Mousinho da Silveira;Feminino;18;Rural;Menos de 3 pessoas;Separados;4;2;Professora;Outros;Reputação da escola;Mãe;1;2;0;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;5;3;1;1;1;5;0;5;0;0
Mousinho da Silveira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;1;1;Dona de casa;Serviços;Preferência pelo curso;Mãe;3;2;1;Não;Não;Não;Não;Sim;Não;Não;Não;4;4;2;1;2;2;2;9;10;10
Mousinho da Silveira;Feminino;19;Urbano;Mais de 3 pessoas;Juntos;1;1;Dona de casa;Serviços;Outros;Pai;2;1;1;Não;Não;Não;Não;Sim;Não;Não;Não;5;5;5;2;3;2;0;5;0;0
Mousinho da Silveira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;4;2;Professora;Outros;Preferência pelo curso;Pai;2;4;0;Não;Não;Não;Não;Sim;Sim;Sim;Sim;4;2;3;3;1;5;0;18;18;18
Mousinho da Silveira;Feminino;17;Rural;Menos de 3 pessoas;Separados;2;1;Serviços;Outros;Reputação da escola;Mãe;2;2;0;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;5;3;3;1;2;2;5;11;11;12
Mousinho da Silveira;Feminino;18;Urbano;Menos de 3 pessoas;Separados;1;1;Dona de casa;Serviços;Preferência pelo curso;Mãe;1;2;0;Não;Não;Não;Não;Sim;Sim;Não;Sim;5;2;3;1;2;3;2;8;10;11
Mousinho da Silveira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;1;2;Dona de casa;Sem ocupação;Preferência pelo curso;Pai;2;2;0;Não;Sim;Não;Não;Sim;Não;Não;Não;4;1;1;1;1;4;0;11;11;12
Mousinho da Silveira;Feminino;19;Rural;Mais de 3 pessoas;Separados;1;1;Dona de casa;Sem ocupação;Preferência pelo curso;Outros;2;2;3;Não;Sim;Não;Sim;Sim;Não;Não;Sim;3;5;4;1;4;1;0;8;0;0
Mousinho da Silveira;Feminino;18;Rural;Mais de 3 pessoas;Juntos;2;2;Serviços;Outros;Perto de casa;Mãe;2;3;0;Não;Não;Não;Não;Sim;Sim;Sim;Sim;4;2;1;1;1;4;5;14;14;15
Mousinho da Silveira;Masculino;17;Rural;Mais de 3 pessoas;Juntos;4;3;Serviços;Outros;Perto de casa;Mãe;2;2;1;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;4;5;5;1;3;2;4;10;11;11
Mousinho da Silveira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;3;3;Serviços;Serviços;Preferência pelo curso;Pai;1;2;0;Não;Sim;Não;Não;Sim;Sim;Não;Sim;5;3;4;1;1;5;0;10;10;10
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;4;4;Professora;Serviços;Outros;Pai;2;2;0;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;4;3;3;1;2;5;2;12;12;12
Mousinho da Silveira;Feminino;17;Urbano;Menos de 3 pessoas;Separados;3;2;Serviços;Outros;Reputação da escola;Mãe;2;2;0;Não;Não;Não;Não;Sim;Sim;Não;Sim;1;2;3;1;2;5;0;15;14;15
Mousinho da Silveira;Masculino;18;Urbano;Menos de 3 pessoas;Juntos;1;1;Outros;Serviços;Perto de casa;Pai;2;1;0;Não;Não;Não;Não;Não;Sim;Sim;Sim;3;3;2;1;2;3;2;14;13;14
Mousinho da Silveira;Feminino;18;Urbano;Menos de 3 pessoas;Juntos;1;1;Dona de casa;Serviços;Preferência pelo curso;Pai;2;3;0;Não;Não;Não;Não;Sim;Sim;Sim;Não;5;3;2;1;1;4;0;19;17;18
Mousinho da Silveira;Feminino;18;Rural;Menos de 3 pessoas;Separados;1;2;Dona de casa;Outros;Preferência pelo curso;Mãe;3;2;0;Não;Não;Não;Não;Sim;Sim;Não;Sim;4;3;4;1;4;5;0;16;15;15
Mousinho da Silveira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;3;3;Serviços;Serviços;Outros;Mãe;2;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;4;3;2;1;3;3;6;13;12;13
Mousinho da Silveira;Feminino;17;Urbano;Menos de 3 pessoas;Juntos;4;4;Dona de casa;Sem ocupação;Preferência pelo curso;Mãe;1;2;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;2;3;4;1;1;1;4;15;14;15
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;1;2;Outros;Serviços;Preferência pelo curso;Pai;2;2;0;Não;Não;Não;Não;Não;Sim;Não;Não;3;2;2;1;2;3;0;13;13;13
Mousinho da Silveira;Masculino;18;Rural;Mais de 3 pessoas;Juntos;1;3;Dona de casa;Outros;Preferência pelo curso;Mãe;2;2;0;Não;Sim;Sim;Não;Sim;Sim;Não;Não;3;3;4;2;4;3;0;8;10;9
Mousinho da Silveira;Masculino;18;Urbano;Menos de 3 pessoas;Juntos;4;4;Professora;Serviços;Outros;Mãe;2;3;0;Não;Não;Não;Não;Sim;Sim;Sim;Sim;4;2;2;2;2;5;0;15;16;16
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;1;1;Outros;Serviços;Reputação da escola;Mãe;3;1;1;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;5;2;1;1;2;1;0;8;8;9
Mousinho da Silveira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;2;3;Dona de casa;Serviços;Preferência pelo curso;Pai;2;1;0;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;5;2;3;1;2;4;0;10;10;10
Mousinho da Silveira;Feminino;18;Rural;Mais de 3 pessoas;Juntos;4;4;Outros;Professor;Outros;Pai;3;2;0;Não;Sim;Não;Não;Não;Sim;Sim;Sim;3;2;2;4;2;5;0;7;5;0
Mousinho da Silveira;Masculino;18;Rural;Menos de 3 pessoas;Juntos;1;2;Dona de casa;Serviços;Outros;Pai;3;1;0;Não;Sim;Não;Sim;Sim;Não;Sim;Sim;4;3;3;2;3;3;3;9;10;10
Mousinho da Silveira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;2;2;Outros;Sem ocupação;Perto de casa;Mãe;1;3;0;Não;Não;Não;Sim;Sim;Sim;Não;Sim;3;4;3;1;1;3;8;10;11;12
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;1;2;Outros;Outros;Preferência pelo curso;Mãe;1;1;0;Não;Não;Não;Sim;Sim;Sim;Sim;Não;3;5;5;1;3;1;4;7;8;9
Mousinho da Silveira;Feminino;18;Rural;Menos de 3 pessoas;Juntos;4;4;Outros;Outros;Reputação da escola;Mãe;2;3;0;Não;Não;Não;Não;Sim;Sim;Sim;Não;5;4;4;1;1;1;0;15;17;17
Mousinho da Silveira;Feminino;18;Rural;Mais de 3 pessoas;Juntos;1;1;Outros;Outros;Perto de casa;Mãe;4;3;0;Não;Não;Não;Não;Sim;Sim;Sim;Não;4;3;2;1;2;4;4;10;11;12
Mousinho da Silveira;Feminino;19;Rural;Mais de 3 pessoas;Juntos;1;1;Dona de casa;Outros;Preferência pelo curso;Outros;2;2;1;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;4;3;3;1;1;3;4;7;8;9
Mousinho da Silveira;Feminino;18;Rural;Menos de 3 pessoas;Juntos;4;4;Professora;Serviços;Preferência pelo curso;Mãe;1;2;0;Não;Não;Não;Sim;Sim;Sim;Sim;Não;5;4;3;3;4;2;1;13;14;14
Mousinho da Silveira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;3;3;Outros;Outros;Perto de casa;Mãe;1;2;0;Não;Não;Não;Não;Sim;Sim;Sim;Sim;4;1;3;1;2;1;1;16;16;16
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;3;1;Dona de casa;Outros;Reputação da escola;Mãe;1;2;0;Não;Sim;Não;Sim;Não;Sim;Sim;Não;4;5;4;2;3;1;10;8;9;9
Mousinho da Silveira;Masculino;18;Urbano;Mais de 3 pessoas;Juntos;4;4;Professora;Professor;Perto de casa;Pai;1;2;0;Não;Não;Não;Sim;Não;Sim;Sim;Não;3;2;4;1;4;2;4;17;18;19
Mousinho da Silveira;Masculino;18;Rural;Mais de 3 pessoas;Juntos;2;1;Outros;Outros;Outros;Mãe;2;1;0;Não;Não;Não;Sim;Não;Sim;Sim;Sim;4;4;3;1;3;5;0;7;7;0
Mousinho da Silveira;Masculino;17;Urbano;Mais de 3 pessoas;Juntos;2;3;Outros;Serviços;Perto de casa;Pai;2;2;0;Não;Não;Não;Sim;Sim;Sim;Sim;Não;4;4;3;1;1;3;4;14;15;16
Mousinho da Silveira;Masculino;19;Rural;Mais de 3 pessoas;Juntos;1;1;Outros;Serviços;Outros;Mãe;2;1;1;Não;Não;Não;Não;Sim;Sim;Não;Não;4;3;2;1;3;5;0;5;8;0
Mousinho da Silveira;Masculino;18;Rural;Mais de 3 pessoas;Juntos;4;2;Outros;Outros;Perto de casa;Pai;2;1;1;Não;Não;Sim;Não;Sim;Sim;Não;Não;5;4;3;4;3;3;0;7;7;0
Mousinho da Silveira;Feminino;18;Rural;Mais de 3 pessoas;Juntos;2;2;Dona de casa;Outros;Outros;Mãe;2;3;0;Não;Não;Não;Não;Sim;Sim;Não;Não;5;3;3;1;3;4;0;14;17;15
Mousinho da Silveira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;4;3;Professora;Outros;Outros;Mãe;2;2;0;Não;Não;Não;Não;Sim;Sim;Sim;Não;5;5;4;1;1;1;0;6;9;11
Mousinho da Silveira;Feminino;18;Rural;Mais de 3 pessoas;Juntos;4;4;Professora;Sem ocupação;Reputação da escola;Mãe;3;1;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;4;4;3;2;2;5;4;7;9;10
Mousinho da Silveira;Feminino;19;Rural;Mais de 3 pessoas;Juntos;2;3;Serviços;Outros;Preferência pelo curso;Mãe;1;3;1;Não;Não;Não;Sim;Não;Sim;Sim;Não;5;4;2;1;2;5;4;10;11;10
Mousinho da Silveira;Feminino;18;Urbano;Menos de 3 pessoas;Juntos;3;1;Professora;Serviços;Preferência pelo curso;Mãe;1;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;3;4;1;1;1;4;15;15;16
Mousinho da Silveira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;1;1;Outros;Outros;Preferência pelo curso;Mãe;2;2;0;Não;Não;Não;Sim;Sim;Sim;Não;Não;1;1;1;1;1;5;6;11;12;9
Mousinho da Silveira;Masculino;17;Urbano;Menos de 3 pessoas;Juntos;3;1;Serviços;Serviços;Preferência pelo curso;Mãe;2;1;0;Não;Não;Não;Não;Não;Sim;Sim;Não;2;4;5;3;4;2;6;10;10;10
Mousinho da Silveira;Masculino;18;Rural;Menos de 3 pessoas;Juntos;3;2;Serviços;Outros;Preferência pelo curso;Mãe;3;1;0;Não;Não;Não;Não;Não;Sim;Sim;Não;4;4;1;3;4;5;4;10;11;11
